size0,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,size16,size17,size18,size19,size20,size21,size22,size23,size24,size25,size26,size27,size28,size29,size30,size31,size32,size33,size34,size35,size36,size37,size38,size39,size40,size41,size42,size43,size44,size45,size46,size47,size48,size49,size50,size51,size52,size53,size54,size55,size56,size57,size58,size59,size60,size61,size62,size63,size64,size65,size66,size67,size68,size69,size70,size71,size72,size73,size74,size75,size76,size77,size78,size79,size80,size81,size82,size83,size84,size85,size86,size87,size88,size89,size90,size91,size92,size93,size94,size95,size96,size97,size98,size99,size100,size101,size102,size103,size104,size105,size106,size107,size108,size109,size110,size111,size112,size113,size114,size115,size116,size117,size118,size119,size120,size121,size122,size123,size124,size125,size126,size127,size128,size129,size130,size131,size132,size133,size134,size135,size136,size137,size138,size139,size140,size141,size142
79856,76560,81488,74512,79976,80448,80296,73600,77648,89096,94520,181752,96408,89224,95064,86984,90080,87688,90176,95208,101008,88664,84000,189592,131248,122680,119024,106992,111984,115032,125744,112696,110704,122800,134608,210904,166720,169808,165744,141544,158664,161640,197208,203080,206776,179448,169152,238128,145000,118192,112800,105768,115272,108296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88472,97504,82704,89392,86072,108728,86528,93968,81520,87784,92496,202408,69768,85128,86496,74376,71816,89784,82512,100696,77224,90096,81296,189512,71048,90880,78848,81592,78920,87520,89768,322016,152568,150576,122848,270920,145784,115728,147296,141800,108688,117064,135128,114872,114456,83016,98648,169376,78680,74824,62496,90152,91136,77920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53280,58280,60352,70104,61584,69152,65800,81056,72920,84120,73912,177552,73576,81072,76232,77744,69232,93168,78656,83416,85088,85968,74848,163304,90136,87944,88536,115568,112528,124624,116432,119160,106976,121376,124336,227592,154864,180760,157608,167272,131016,166904,168824,150688,211704,184320,212216,245896,262712,216056,137192,103624,96264,130024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70432,76048,78656,77240,79024,79176,69808,78552,77408,71448,89440,163208,92528,86576,77768,77552,80136,79088,82120,85872,77192,80392,80616,171336,85272,95424,95424,100216,90088,84440,97248,113792,97128,86312,90712,182488,93688,95848,101800,285760,149416,174192,140552,133536,147056,139192,123264,172376,103992,121640,154168,104712,132392,121288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117312,107864,111560,112232,120744,105656,113240,115376,94936,113768,116280,230992,129432,119464,136808,130344,143808,147488,138392,131976,128088,120208,128336,238344,127936,125080,116768,119648,123016,113008,113928,116352,127040,123296,150112,216000,103408,102472,128760,120480,138976,105344,93000,88160,130328,108696,134240,111064,134728,123800,158176,126280,125168,122712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103104,82136,107440,100608,116672,129768,131944,121344,124568,127528,132216,186600,129896,130584,281016,118184,123480,119000,119528,118080,125040,125352,120400,199776,136968,104432,94176,94624,100504,86208,90376,86040,76768,71816,71040,79648,76912,77160,76032,83864,84992,83104,86464,79584,86712,101216,91360,120248,135600,128680,153744,153936,173208,24968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121776,111264,99704,88960,102480,100968,99296,84592,99864,91872,105248,186728,128352,122512,132200,127272,134592,127832,121792,128224,178112,121032,114344,209736,101104,107760,103272,111144,109568,107280,112288,108192,113000,105296,112400,174712,117224,99272,97056,82840,92336,88208,91408,94608,108432,98784,107216,102880,104328,106320,135168,129864,127208,125256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105512,111864,111688,115088,119632,109176,109760,108000,115848,109760,110664,185960,107712,109472,104456,104696,109408,106616,109896,109992,111608,142248,79720,124920,77376,102848,90072,130592,100240,136560,93736,144224,105840,137784,108336,222088,90216,106464,81736,84728,75912,79280,73040,106880,62928,73480,70184,96216,65504,72776,73248,96376,86520,110144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80128,83056,81432,77056,78480,78648,78544,79984,76976,73816,77048,186840,80128,86752,87976,93680,185168,113184,125880,122248,119776,122320,122832,156328,117976,100200,101240,104504,85584,98144,102464,90024,97312,103712,89360,127784,97784,134448,138832,137424,152960,130936,126632,117280,114528,118704,102888,161264,132920,110232,83680,73872,76048,74976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106504,109880,119736,118072,118176,109408,114560,121400,125040,136208,128512,240520,125840,125440,150800,133272,161576,145584,156216,124384,169152,137368,149824,292736,132248,119056,112616,124760,131440,130112,136840,126336,118272,122752,106576,220368,108104,106864,99464,101368,95416,87800,97024,90552,85368,89536,94968,115920,91984,85768,88248,92168,100928,105024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261472,219040,220208,230744,223424,196680,230800,215992,217920,206440,182536,376192,170872,192080,180920,180176,165968,161168,175088,152984,152736,159072,167632,377368,176320,170224,166736,186760,194888,198488,213048,192544,213120,210144,244216,435080,337928,274208,291056,282072,326680,346648,366288,374688,364072,396000,404112,475392,417856,408800,428432,401504,432032,413488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284912,241880,236104,241640,225512,232032,254584,248768,259280,245424,243584,449616,226456,218096,197328,224152,218488,198656,182264,211592,157976,151688,167432,417952,311448,171136,193280,186416,201960,177768,215600,203048,210976,200552,216096,497744,250704,255752,305032,299928,328872,312176,354440,340512,392944,369984,411600,397560,499064,412736,453128,449032,440696,430960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209752,204344,185544,156768,177928,209736,178568,170680,172152,160008,148664,257296,118960,108472,116840,123608,136552,128576,140096,122680,121784,110776,113240,243168,123560,119344,119912,120552,124968,163232,122464,130264,128184,136352,138880,211360,141192,148464,133744,113752,115848,106768,84480,77952,68856,72960,66264,89648,80584,96856,106944,132600,124280,156024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243944,201136,213744,208216,190224,200216,191488,196112,203456,209016,193920,359888,215096,193120,176528,188512,177544,182080,206424,152808,155632,193824,184104,364736,210312,184968,177072,188032,183912,170480,191128,186168,174776,203824,197296,358032,205376,184576,166104,173112,165232,159488,169352,160416,159008,161672,141784,295800,131064,121352,124336,119184,101664,113528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37592,56104,41832,62632,40064,58136,40744,53792,76256,40056,59432,130904,61688,38840,40752,59024,39544,29344,34184,54664,38056,57376,36752,156432,40040,58256,40624,59512,37152,58248,37568,55928,76960,38560,57984,131952,59024,32424,58224,35848,52136,35272,58352,37216,62920,40544,36824,154752,41768,57672,44024,63624,48032,40048,51008,75160,89424,55968,58976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39672,24256,32672,36688,41680,39232,48768,69776,30632,30872,41840,282024,30024,28608,29176,19264,18824,20392,21584,20808,20976,16096,19248,285272,15248,20888,18248,19480,19536,21320,25632,36328,21520,11368,24304,287592,19432,17792,21960,15184,26256,14080,22296,14128,23776,14608,29216,289088,17288,29616,28160,30352,35248,33800,37784,45336,22840,18136,51896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30464,22984,29648,22352,31064,27104,20848,17984,29928,22336,20960,171272,23816,22608,29496,27976,18088,17896,26240,27504,33384,28968,33048,165224,38192,32944,39792,42088,37904,38000,28120,35312,37984,39456,35480,176568,34144,35560,34752,32480,27448,28792,34856,28680,27208,19448,26888,179912,19368,21008,24400,23288,24464,25784,24336,27472,27576,25584,22288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55144,31680,27232,28248,26280,24328,30080,28496,23768,26184,28024,203600,20888,24264,24904,25136,27320,25288,25896,23864,29480,32880,26928,203976,29008,30336,28384,27672,27456,25936,29336,26376,25920,23368,25840,204872,27648,27176,25584,26544,29624,24904,25664,20800,30424,35456,27312,205648,22016,26576,25368,28920,24728,26984,30256,28632,23720,26600,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45440,51440,53832,47408,40672,48112,50328,46064,50752,47288,46336,182560,44608,48240,45680,45592,47984,47304,42272,48120,49360,45128,55168,190328,48408,39768,50840,53936,44936,50264,52096,46280,47448,45712,46152,198720,49224,46264,41256,43904,49976,53368,45152,49000,42984,49208,46552,192272,42432,44448,45208,50288,58080,46040,49800,49944,55600,45456,44848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79792,53608,30552,22832,34200,33352,33736,32632,34440,32848,33480,309864,25856,34384,31160,33448,31168,30632,31656,27776,24512,23904,28848,311840,28448,46488,22632,24016,29144,23984,27168,24960,26504,24720,27224,310040,24920,28560,26984,23984,28312,28464,28720,29368,27744,25344,30760,310680,29568,39800,26472,21832,27768,27856,24040,27200,23816,24000,28448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58368,29080,29728,17728,14056,18048,16504,13664,14008,14496,11648,218808,16560,16360,20256,19640,17992,21256,22040,24984,23720,21248,20888,219672,20784,21896,27256,19616,14424,22760,21240,19944,13736,16696,17504,218920,13328,15560,17560,15408,13160,15728,14936,13480,16096,15584,16952,219280,12864,17016,22832,14320,10096,16632,17776,12584,9832,13064,12720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148992,68872,69120,58768,62480,67936,51168,81280,89680,42152,34936,494560,35768,36384,38312,48408,41504,31424,30312,33136,35688,43664,48288,495440,44456,47312,52304,52184,52144,61808,60016,66960,86048,65328,55184,496872,43104,46768,47448,51864,41344,52480,40960,35080,35992,36352,30768,502440,46696,96104,122728,106480,103560,98976,87440,99432,125888,74880,79128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87528,70616,66280,80904,66280,67064,73536,96576,74464,80720,78840,287760,75200,77392,105016,85936,81040,79880,99400,75464,81704,70416,89344,298360,66048,76496,99456,81104,86096,135136,86280,87360,108384,76752,84464,297696,76688,83824,85168,101296,75872,79816,90504,91664,96512,90512,90600,295224,88184,93568,120288,88504,88240,87240,91024,77800,80808,71320,65912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197464,80336,41264,70912,109288,39328,84112,41336,72456,86504,38584,372272,50792,81632,90920,67928,84640,51712,94096,61488,86336,137408,92864,365552,190808,67352,32088,24208,28496,45920,77208,136672,94504,107240,86080,319248,133672,83408,80968,65400,84272,99488,127168,109584,96840,103752,111864,370216,187448,121088,94040,75464,66240,56816,59800,69048,81104,101704,115920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136368,84280,105016,83040,100776,67160,71392,94408,170952,98736,58160,334880,63272,95920,82520,53200,226752,143232,96608,67616,54728,56488,60584,325576,63960,63024,75000,89448,113392,84296,112504,86608,105816,79960,105320,367720,57792,64232,96112,132912,177392,110600,86816,74968,41464,50072,48776,340848,75560,100208,56456,83016,138360,83776,76192,44080,26504,31256,38624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134512,68904,71352,106440,65648,165464,63368,24312,38080,71480,28352,390664,50720,80952,43056,81048,33240,72672,42320,78992,49120,82488,54432,404688,49424,51760,85984,126032,80336,169264,80096,46800,57504,58992,84216,362264,84624,114792,165632,131288,115312,130304,146992,131200,126992,137560,115864,346744,123200,112352,131928,114328,212984,107448,115000,129976,144720,122496,116776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111600,104304,103344,101640,97264,92120,85808,82304,87216,83936,90576,130488,84848,95064,87296,98968,92056,96080,96704,85352,86448,86632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96832,78088,93432,73600,116064,103792,144880,75720,92616,77312,95960,204696,90648,81024,92984,77096,97680,76288,96552,74344,91248,68568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65736,52960,70168,49592,56296,48336,66848,51952,54552,69960,57320,164024,66584,60184,72624,73504,71208,86296,67624,83560,65624,88856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54136,49232,50112,54896,53552,51112,51112,54168,56872,55312,57768,132960,55808,48920,72024,49488,51192,50536,55536,55064,59872,60488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123040,114392,126336,131936,126648,125984,129472,155336,181248,153360,166376,385192,141064,119288,147096,130744,144776,123824,124640,123056,138304,122432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37008,37752,40104,44304,50488,46608,77768,43840,49872,52992,47288,174216,36904,40328,47824,36536,51400,35752,59712,41368,66896,50472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101888,91392,111000,82280,77912,87760,84752,88320,84816,100808,84392,298368,88632,92960,87216,127536,91952,79712,83480,77944,120584,71952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96808,88152,90368,93696,94776,94456,84768,80920,85272,115640,133984,250120,139832,156784,151928,155408,143944,145704,140752,238696,136472,136440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74800,68440,60184,70032,75008,79072,71984,69152,62688,77000,70360,224968,70912,74568,77800,89248,83064,84584,73656,86392,81216,102736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44752,46360,46024,60080,57296,59136,76984,61264,62400,67336,68280,175856,68384,75000,71872,83640,91632,90680,101336,97088,90416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119272,103928,115248,96968,89344,91880,98336,91744,104744,93176,94352,128968,79896,78848,80640,74216,96440,101280,108952,100680,96912,91048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63632,76112,64248,62656,63168,67848,61832,82568,62400,70520,69488,121960,63968,68944,62008,67288,74080,73728,76832,83656,64960,75584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59728,79624,10008,94264,8008,86744,87992,94400,98504,90104,90464,242920,86216,92536,100792,106536,119160,6760,130896,7680,124248,6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46024,30728,53176,48232,49016,40312,46440,47032,45536,81088,56944,164464,44376,46784,39992,37808,41848,43416,50296,51080,72432,72520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64960,56936,75960,72216,72480,65584,66840,65520,73224,70448,76936,114504,75104,74496,78976,73488,78888,76272,79968,81192,80680,63568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
